PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
64,26751169,10707165,CCOC(=O)C[C@H]([C@@H]1CCCCC1=O)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,,-32.16,-23.43,,31.23,,-43.93,,-13.27,,-30.82,,-34.65,,-32.16,,,QC'd by BUCMLD
65,4237864,3232977,C1CN(CCC12CN(C2)C3=CC=CC=N3)C(=O)C4=CC=NC=C4,Active,85,,,Inhibitor,1.9953,87.8234,,Complete curve; high efficacy,-5.7,1.21,0.9963,-84.6158,3.2076,-1.1,0 1 0 0 0 0 0,-86.26,,,1.664,,-29.22,,1.176,,-8.092,,-45.05,,-71.49,,-86.26,QC'd by Pharmacopeia
66,17384875,5461873,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NC4=CC5=CC=CC=C5C=C4,Active,63,,,Inhibitor,3.1623,58.1376,,Complete curve; partial efficacy,-5.5,2.4064,0.9239,-60.8368,-2.6992,-1.2,0 0 0 0 0 0 0,-63.78,,,-0.8876,,-0.2776,,-16.79,,8.212,,-22.13,,-55.28,,-63.78,QC'd by UPCMLD
67,4239266,3234373,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,Active,41,,,Inhibitor,15.8489,86.577,,Partial curve; partial efficacy,-4.8,1.3443,0.822,-84.7145,1.8625,-2.2,0 0 0 1 0 0 0,-74.46,,,-20.03,,18.29,,11.89,,73.91,,-12.6,,-25.46,,-74.46,QC'd by Pharmacopeia
68,11112147,6604192,C1[C@@H]2[C@@H]([C@H](S1)CCCCC(=O)O)NC(=O)N2,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.217,-3.236,6.147,-5.248,-13.99,13.91,-7.623,-11.69,14.93,10.26,-9.4,-9.011,-12.45,,-2.217,,QC'd by Prestwick
69,4252891,236265,CN(C)CC1=CC(=CC(=C1O)CN(C)C)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.09,-8.198,,-18.31,,43.01,,-4.073,,-24.64,,18.7,,-19.09,,,QC'd by NCI
70,4239838,3234945,COC(=O)N1CCC2(CC1)CN(C2)C(=O)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.26,,,17.65,,22.92,,0.4116,,13.65,,6.175,,31.8,,-13.26,QC'd by Pharmacopeia
71,11111378,1268140,CN1[C@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@H](C3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,15.4,18.33,-5.225,-25.09,-32.12,-51.05,-1.63,4.312,-5.567,-7.412,-12.56,30.22,-24.23,8.974,-16.6,15.4,QC'd by SigmaAldrich
72,17385297,3247255,CN(C)C(=O)C1=CC2=C(N1CCO)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Inconclusive,20,,,Inhibitor,25.1189,81.8975,,Single point of activity,-4.6,2.7868,0.9549,-76.991,4.9065,-3,0 1 0 0 0 0 0,-69.42,,,-6.507,,51.91,,12.45,,4.311,,9.657,,-3.079,,-69.42,QC'd by UPCMLD
73,11114368,6605027,CC(C)C[C@@H](CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]2CCCC[C@H]2N,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.08,-56,-26.47,-40.01,20.66,-39.17,-55.59,64.29,3.174,5.314,26.07,-2.748,7.762,-14.74,11.38,-31.08,QC'd by UWisc
74,11112636,6604352,C[C@@H]1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,5.195,5.444,31.56,4.261,49.12,15.62,40.13,-2.503,20.82,12.95,5.21,14.55,22.55,,5.195,,QC'd by Prestwick
75,4238420,3233530,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.366,,,-24.01,,-17,,-6.839,,-11.39,,6.391,,-18.68,,-3.366,QC'd by Pharmacopeia
76,4237865,3232978,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=CC=C3)OC4=CC=C(C=C4)OC,Inconclusive,20,,,Inhibitor,39.8107,63.005,,Single point of activity,-4.4,4.9549,0.5604,-68.076,-5.071,-3,0 0 0 1 0 0 0,-59.23,,,-27.46,,-30.74,,10.95,,93.62,,11.48,,9.143,,-59.23,QC'd by Pharmacopeia
77,11110819,6603730,CCNC(=O)[C@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.82,2.979,-23.27,0.9852,-28.01,-2.256,-13.63,-23.3,-19.58,-17.88,-27.73,-33.72,-5.585,-36.41,-15.22,-18.82,QC'd by SigmaAldrich
78,4254076,321408,CC1=CC(=C(C(=C1C)Br)C)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,8.853,11.42,,6.915,,33.32,,11.49,,19.18,,20.09,,8.853,,,QC'd by NCI
79,11111650,307957,CC[C@@H]1[C@@H](COC1=O)CC2=CN=CN2C,Inactive,0,,,Inactive,,,,,,,,,,4,,18.29,-18.16,-10.16,4.691,6.114,-16.49,-26.81,-19.56,-4.227,-1.938,-5.021,-27.09,10.98,3.584,-8.729,18.29,QC'd by SigmaAldrich
80,4238703,3233812,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N4CCOCC4,Active,87,,,Inhibitor,1.2589,99.5587,,Complete curve; high efficacy,-5.9,2.1876,0.9924,-96.2673,3.2915,-1.1,0 0 0 0 0 0 0,-99.88,,,3.225,,9.835,,-3.535,,-5.722,,-74.68,,-92.33,,-99.88,QC'd by Pharmacopeia
81,4253385,1080081,C1CCN(C1)C[C@H](COC2=C(C=C(C=C2)Cl)Cl)O,Inactive,0,,,Inactive,,,,,,,,,,4,,12.71,7.102,,46.33,,42.15,,-22.51,,20.97,,26.84,,12.71,,,QC'd by NCI
82,11114369,6605028,CC(C)[C@@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)C[C@H](CO)NC(=O)[C@@H]3CNCC[C@H]3N,Inconclusive,20,,,Inhibitor,39.8107,74.8575,,Partial curve; partial efficacy; poor fit,-4.4,4.9549,0.3361,-69.297,5.5605,-2.4,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0,-58.59,-14.37,26.71,21.4,10.55,-30.16,12.42,6.776,1.873,-28.52,-51.59,42.51,27.7,11.12,49.04,-58.59,QC'd by UWisc
83,11113126,227445,CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.618,19.36,-0.8639,33.55,14.57,13.32,7.78,20.8,12.28,5.529,14.31,1.383,-18.46,-6.157,-28.38,-5.618,QC'd by Timtec
84,4240394,3235499,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCNCC5,Inconclusive,20,,,Inhibitor,39.8107,66.0555,,Single point of activity,-4.4,4.9549,0.779,-61.196,4.8595,-3,1 0 0 0 0 0 0,-51.83,,,50.63,,-12.16,,13.31,,-6.232,,20.98,,9.103,,-51.83,QC'd by Pharmacopeia
85,26751170,16758571,C1CC=C(C(=O)C1)[C@@H]2CCCC(=O)C2,Inactive,0,,,Inactive,,,,,,,,,,4,,5.218,-10.05,,10.16,,1.15,,-17.31,,9.229,,7.94,,5.218,,,QC'd by BUCMLD
86,26752617,16759041,CC(CCCCCCC/C=C/C=C/C(=O)N/C=C/C(=O)OCC=C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-34.13,4.885,,-10.79,,-9.55,,15.87,,4.677,,-7.563,,-34.13,,,QC'd by BUCMLD
87,11113871,176407,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-37.23,14.95,-9.645,-4.89,-13.71,-7.244,-12.38,-9.56,-12.7,-24.07,4.707,-1.921,19.09,21.98,-1.691,-37.23,QC'd by Tocris
88,4253521,136915,C1=CC=C(C=C1)N(CC(=O)O)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.43,-21.97,,13.51,,-7.643,,0.0733,,0.9205,,-1.637,,-8.43,,,QC'd by NCI
89,4239267,3234374,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OC4=CC=C(C=C4)OC,Active,42,,,Inhibitor,12.5893,93.6528,,Partial curve; high efficacy,-4.9,2.7202,0.9578,-85.055,8.5978,-2.1,0 0 0 0 0 0 0,-82.68,,,15.23,,-3.257,,18.47,,2.351,,10.77,,-34,,-82.68,QC'd by Pharmacopeia
90,17384874,3247310,C1[C@H]([C@@H]1C(=O)NCC2=CC=CC=N2)[C@H](C3=CC=CC=C3)NP(=O)(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.87,,,-6.544,,15.79,,11.22,,7.106,,13.4,,21.82,,-15.87,QC'd by UPCMLD
91,11110815,204966,C[N+](C)(C)CCOC(=O)CBr,Inactive,0,,,Activator,39.8107,72.056,,Single point of activity,-4.4,4.9549,0.6151,58.7,-13.356,3,0 1 0 0 0 0 0 0 0 0 1 0 0 0 0,54.87,-10.56,33.79,-11.42,-9.188,-13.69,1.627,-8.446,-27.7,12.32,-43.13,30.33,-13.12,-6.141,-25.24,54.87,QC'd by SigmaAldrich
92,11114367,6605026,CC(C)C[C@@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@H](C(C)C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@@H]2CCCC[C@H]2N,Inactive,0,,,Inactive,,,,,,,,,,4,,8.418,-34.19,21.71,-19.01,1.889,11.98,-22.24,-1.514,1.461,5.087,-4.201,-14.18,3.301,14.19,-3.036,8.418,QC'd by UWisc
93,4239831,3234938,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-38.19,,,-5.431,,-19,,31.75,,-7.225,,8.125,,1.138,,-38.19,QC'd by Pharmacopeia
94,4254084,322968,C1CN2CCC1C(=O)C2(CO)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.588,-34.54,,10.02,,3.989,,37.31,,-0.9173,,4.293,,-4.588,,,QC'd by NCI
95,11113874,82320,CCN1C2=CC=CC=C2NC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.77,-15.48,42.99,11.14,0.9187,-2.908,-11.23,-4.547,-21.08,14.28,-4.667,23.08,1.812,2.967,16.78,-16.77,QC'd by Tocris
96,4239263,3234370,C1C[C@@]2(CCN(C2)C(=O)NC3=CC(=CC=C3)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,Active,42,,,Inhibitor,10,81.045,,Partial curve; partial efficacy,-5,3.5722,0.9277,-71.045,10,-2.2,0 0 0 0 0 0 0,-72.36,,,10.14,,3.233,,16.4,,-4.962,,23.38,,-37.47,,-72.36,QC'd by Pharmacopeia
97,11112146,6604191,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.8,-31.28,-18.22,-20.12,-32.37,10.65,2.723,-20.36,-38.55,-29.07,-43.6,-40.96,-34.78,,10.8,,QC'd by Prestwick
98,4252890,853621,CN(C)C[C@H]1CCC[C@H](C1=O)CN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,19.23,9.178,,-11.65,,4.702,,17.08,,10.28,,35.22,,19.23,,,QC'd by NCI
99,4253516,3246374,CC[C@@H]1[C@@H]2CC3=C([C@]1(CCN2C)CC)C=C(C=C3)O.C1=CC=C(C=C1)[C@@H](C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.075,6.781,,-17.51,,4.958,,-4.353,,-7.97,,0.3582,,-6.075,,,QC'd by NCI
100,4238425,3233535,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,15.18,,,7.226,,3.39,,-17.5,,4.701,,28.2,,32.25,,15.18,QC'd by Pharmacopeia
101,11111379,433294,[Li+].[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,,12.61,-3.027,-18.84,-2.177,10.13,0.8383,-20.78,-1.87,-9.747,10.9,21.64,10.34,-8.64,0.0273,-18.11,12.61,QC'd by SigmaAldrich
102,17385292,3247254,CN(C)C(=O)C1=CC2=C(N1)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Active,41,,,Inhibitor,19.9526,114.885,,Partial curve; high efficacy,-4.7,0.9,0.8215,-119.527,-4.6418,-2.1,0 0 0 0 0 0 0,-91.01,,,7.761,,12.14,,-18.49,,-34.02,,-9.373,,-48.03,,-91.01,QC'd by UPCMLD
103,17384873,3247302,C1[C@@H]([C@H]1C(=O)NCC2=CC=CC=C2)[C@@H](C3=CC=CC=C3)NP(=O)(C4=CC=CC=C4)C5=CC=CC=C5,Active,43,,,Inhibitor,5.0119,88.5431,,Partial curve; partial efficacy,-5.3,1.3987,0.8781,-72.9149,15.6282,-2.2,0 0 0 0 0 0 0,-70.53,,,-2.741,,8.539,,41.1,,15.14,,-10.98,,-49.76,,-70.53,QC'd by UPCMLD
104,11113133,6546955,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.11,-11.11,-16.95,18.58,-11.75,0.5561,5.184,24.52,6.251,-2.74,-3.753,20.45,18.55,16.22,21,-8.11,QC'd by Timtec
105,26751171,16758572,CCOC(=O)C[C@@H](CC(=O)C)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.626,-5.999,,12.16,,-12.06,,10.74,,-20.98,,9.672,,-6.626,,,QC'd by BUCMLD
106,4237858,3232971,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3Cl,Inconclusive,20,,,Inhibitor,19.9526,59.796,,Partial curve; partial efficacy; poor fit,-4.7,2.2526,0.6413,-62.159,-2.363,-2.4,0 0 0 0 1 0 0,-57.33,,,-14.85,,21.3,,-25,,8.39,,27.3,,-15.18,,-57.33,QC'd by Pharmacopeia
107,26752614,16759039,COC(=O)[C@@]1(CCCC1=O)C(C2=CC=CO2)NC(=O)OC,Inactive,0,,,Activator,3.9811,87.1699,,Partial curve; partial efficacy,-5.4,1,0.9212,84.6347,-2.5352,2.2,0 0 0 0 0 0 0,65.88,2.824,,-7.946,,-4.01,,-4.747,,19.1,,21.2,,65.88,,,QC'd by BUCMLD
108,11111653,3675,C1=CC=C(C=C1)CCNN,Active,88,,,Inhibitor,0.7943,98.4756,,Complete curve; high efficacy,-6.1,1.111,0.9404,-94.4552,4.0205,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.4,-13.9,21.32,0.6223,-10.32,2.554,16.39,6.406,-24.56,-36.97,-45.21,-65.21,-90.13,-93.55,-90.11,-91.4,QC'd by SigmaAldrich
109,4238704,3233813,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC=C3Cl,Active,88,,,Inhibitor,0.7943,125.713,,Complete curve; high efficacy,-6.1,0.9,0.9835,-96.8384,28.8744,-1.1,1 0 0 0 0 0 0,-96.74,,,60.11,,19.2,,23.57,,-25.77,,-56.99,,-85.83,,-96.74,QC'd by Pharmacopeia
110,4240399,3235504,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,20,,,Inhibitor,5.0119,65.1605,,Complete curve; partial efficacy; poor fit,-5.3,4.9549,0.6623,-56.0238,9.1367,-1.4,1 0 0 0 0 0 0,-48.01,,,-20.33,,-27.39,,4.071,,44.68,,13.63,,-62.81,,-48.01,QC'd by Pharmacopeia
111,4253388,259669,C1=CC=C(C=C1)CCCCC2=C(N=C(N=C2N)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.9,3.225,,29.07,,22.63,,11.92,,7.37,,17.76,,-22.9,,,QC'd by NCI
112,4238705,3233814,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)N5CCOCC5,Inactive,0,,,Inactive,,,,,,,,,,4,,-30.01,,,-5.22,,-10.13,,1.317,,6.072,,12.2,,21.57,,-30.01,QC'd by Pharmacopeia
113,11110816,2419,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O,Inactive,0,,,Inactive,,,,,,,,,,4,,11.52,-16.14,-20.77,8.669,-19.55,-20.2,6.423,3.191,-15.84,33.99,-0.5582,15.45,32.98,-0.6914,1.409,11.52,QC'd by SigmaAldrich
114,4254083,322778,C1=CC=C(C=C1)C(=O)CON2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-47.05,-55.04,,-29.81,,62.13,,-27.31,,41.84,,-36.06,,-47.05,,,QC'd by NCI
115,11114366,6605025,CC(C)C[C@@H](CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]2CCCC[C@H]2N,Active,61,,,Inhibitor,15.8489,87.7126,,Complete curve; partial efficacy,-4.8,3.9295,0.86,-66.3765,21.3361,-1.2,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-69.73,-22.28,45.6,23.42,25.57,-34.7,8.77,29.04,6.956,32.35,-2.767,14.91,31.78,1.623,-54.84,-69.73,QC'd by UWisc
116,4239832,3234939,C1CN(CCC12CN(C2)CC3=CC=C(C=C3)C#N)C(=O)C4=CC=CO4,Inactive,0,,,Activator,39.8107,72.564,,Single point of activity,-4.4,3.9295,0.9233,61.58,-10.984,3,0 0 0 0 0 0 0,47.38,,,-5.201,,-8.512,,-16.18,,-3.637,,-22.02,,-10.29,,47.38,QC'd by Pharmacopeia
117,11113873,6604800,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC6=CC=CC=C6C=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,6.162,6.11,35.15,34.06,31.67,-15.38,-8.717,-7.442,-1.185,-33.99,-15,26.06,23.39,30.4,-6.576,6.162,QC'd by Tocris
118,11112630,66374,C1CSC2=N[C@@H](CN21)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.71,4.862,-1.316,-4.484,-8.975,4.063,28.09,-5.534,-5.124,-0.4234,-1.891,73.19,-7.933,,-17.71,,QC'd by Prestwick
119,4238426,3233536,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=C(C=C4)C5=CC=CC=C5)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-39.07,,,31.58,,20.8,,-12.31,,16.21,,16.18,,1.759,,-39.07,QC'd by Pharmacopeia
120,11111380,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.23,21.93,9.487,-13.05,-5.462,-22.95,9.639,-11.19,16.58,34.34,9.281,147.8,45.51,3.65,-43.17,-27.23,QC'd by SigmaAldrich
121,4253515,3246373,CN(C)C1=CC2=C(C=C1)[NH+]=C3C(=CC(=O)C(=C3O2)O)C(=O)O,Inconclusive,20,,,Inhibitor,2.5119,101.191,,Single point of activity,-5.6,1.3723,0.9952,-67.126,34.065,-3,1 0 0 0 0 0 0,-55.75,-30.3,,29.71,,35.13,,36.51,,25.18,,-13.87,,-55.75,,,QC'd by NCI
122,11112145,1054,CC1=NC=C(C(=C1O)CO)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.5,-22.6,-7.848,-6.834,11.92,-10.17,-2.266,-11.53,16.49,-19.75,-24.17,-8.207,2.24,,-13.5,,QC'd by Prestwick
123,4252889,412254,CN1CCN(CC1)C2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.694,-23.85,,-31.19,,7.899,,-1.979,,-3.97,,-2.976,,-9.694,,,QC'd by NCI
124,4239264,3234371,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=C(C=C3)F,Inconclusive,20,,,Inhibitor,15.8489,65.7035,,Single point of activity,-4.8,2.2526,0.8624,-59.839,5.8645,-3,0 0 0 0 0 0 0,-55.89,,,-8.319,,7.204,,-3.386,,16.82,,15.12,,-14.62,,-55.89,QC'd by Pharmacopeia
125,4239265,3234372,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,18.42,,,-11.73,,26.99,,-13.45,,-10.42,,-9.383,,-18.62,,18.42,QC'd by Pharmacopeia
126,17385291,3247247,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CCO)C(=O)N4CCCC4)CN1C(=O)C5=CC=CC=C5)CC6=CC=C(C=C6)F,Inconclusive,20,,,Inhibitor,39.8107,72.9339,,Single point of activity,-4.4,4.9549,0.8956,-80.0233,-7.0894,-3,0 0 0 0 0 0 0,-69.64,,,-15.53,,-17.71,,-0.4337,,0.3617,,-12.57,,1.254,,-69.64,QC'd by UPCMLD
127,26751172,746501,C1CN[C@@H](C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4,Active,49,,,Inhibitor,0.7943,122.094,,Partial curve; high efficacy,-6.1,0.7,0.9848,-114.775,7.3197,-2.1,0 0 0 1 0 0 0,-98.93,-1.424,,13.68,,-1.3,,64.9,,-44.23,,-73.14,,-98.93,,,QC'd by BUCMLD
128,11113132,6604606,CC(C)C1=CC2=CC[C@H]3[C@]([C@@H]2CC1)(CCC[C@]3(C)C(=O)O)C,Active,40,,,Inhibitor,25.1189,70.156,,Partial curve; partial efficacy,-4.6,3.0654,0.905,-68.701,1.455,-2.2,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0,-61.38,-2.851,-7.088,-2.87,-4.295,1.999,1.244,6.687,0.1225,-1.853,14.07,41.66,6.253,5.327,-40.32,-61.38,QC'd by Timtec
129,4237859,3232972,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC=CC=C3OC,Active,42,,,Inhibitor,12.5893,98.526,,Partial curve; high efficacy,-4.9,2.5334,0.9511,-94.4484,4.0776,-2.1,0 0 0 0 0 0 0,-90.6,,,2.933,,11.34,,-12.44,,9.059,,10.41,,-42.84,,-90.6,QC'd by Pharmacopeia
130,26752615,10682175,CN1C2=CC=CC=C2C(=O)C(=C1C3=CC=CC=C3)O,Inactive,0,,,Activator,0.3162,87.784,,Partial curve; partial efficacy; poor fit,-6.5,0.3,0.6664,62.626,-25.158,2.4,0 0 0 0 0 0 0,49.99,-6.035,,-24.05,,18.03,,-0.4583,,31.78,,15.33,,49.99,,,QC'd by BUCMLD
131,17384872,3247294,CC1=CC(=NN1C)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,89,,,Inhibitor,0.631,119.747,,Complete curve; high efficacy,-6.2,1,0.9412,-103.412,16.3358,-1.1,0 0 0 0 0 0 0,-106.3,,,-4.633,,35.75,,0.8761,,-39.77,,-72.3,,-95.66,,-106.3,QC'd by UPCMLD
132,4253387,3246324,C1COCCN1C[C@H](COC2=CC=CC3=CC=CC=C32)O,Inconclusive,27,,,Inhibitor,0.0501,38.908,,Complete curve; partial efficacy,-7.3,4.9549,0.9571,-52.932,-14.024,-1.2,0 0 0 0 1 0 0,-58.3,-12.38,,-18.33,,-11.54,,-51.67,,-20.66,,-46.63,,-58.3,,,QC'd by NCI
133,4240400,3235505,CC(C)NC(=O)N1CCCC2(C1)CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.88,,,14.37,,11.2,,-1.268,,-19.66,,-22.11,,39.35,,-15.88,QC'd by Pharmacopeia
134,11111652,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Inconclusive,20,,,Inhibitor,7.9433,57.4765,,Partial curve; partial efficacy; poor fit,-5.1,2.4064,0.467,-51.201,6.2755,-2.4,1 0 0 0 0 0 0 0 0 0 0 0 0,-46.46,68.41,38.03,1.948,-14.63,28.75,-14.01,2.239,-0.8362,1.476,-2.945,24.75,-16.81,,-46.46,,QC'd by Prestwick
135,11110817,6603729,C=CCN1CCC2=C(C(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)O)Br,Inactive,0,,,Inactive,,,,,,,,,,4,,-43.74,-10.36,28.33,12.03,30.28,61.62,-15.9,-21.42,23.99,36.98,35.8,3.389,37.94,17.15,-13.56,-43.74,QC'd by SigmaAldrich
136,4254082,430614,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=NC(=N2)CCC(=O)O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,22.1,7.226,,8.505,,8.602,,-15.33,,-26.18,,-7.268,,22.1,,,QC'd by NCI
137,11114365,6605024,CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)C(C)C)NC(=O)[C@@H]2CCCC[C@H]2N,Inconclusive,20,,,Inhibitor,12.5893,57.5075,,Partial curve; partial efficacy; poor fit,-4.9,2.6384,0.5416,-53.509,3.9985,-2.4,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,-56.26,5.335,16.99,-25.07,-4.598,5.565,-18.12,-11.27,-13.4,33.77,28.48,27.29,75.47,-26.57,-39.16,-56.26,QC'd by UWisc
