PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
51,4252845,3246127,CN[C@H](CC1=CC=CC=C1)C2=C(C(=CC=C2)OC)O,Active,94,,,Inhibitor,0.0398,94.8355,,Complete curve; high efficacy,-7.4,1.5936,0.9944,-94.2989,0.5366,-1.1,0 0 0 0 0 0 0,-95.62,4.014,,-6.499,,-18.91,,-75.99,,-87.92,,-95.4,,-95.62,,,QC'd by NCI
52,26751124,16758543,C1CC2=C(C=CC(=N2)C3=CC=C(C=C3)Br)N(C1)C(=O)NCCC[N+]4=CC=N[C@H]4C5=CC=CC=C5,Active,94,,,Inhibitor,0.0794,117.063,,Complete curve; high efficacy,-7.1,0.5,0.998,-107.502,9.5611,-1.1,0 0 0 0 0 0 0,-99.23,1.413,,-9.512,,-28.31,,-53.28,,-74.35,,-87.08,,-99.23,,,QC'd by BUCMLD
53,11112582,1152279,COC1=C(C2=C(C[C@@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O,Active,94,,,Inhibitor,0.0316,95.6863,,Complete curve; high efficacy,-7.5,0.9,0.9953,-90.2342,5.4521,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-93.38,2.099,-1.791,,-12.2,-33.02,-49.78,,-74.73,-80.94,-82.58,-85.6,-88.82,-92.78,-93.38,,QC'd by Prestwick
54,11113264,5471349,CC(=CCC/C(=C/COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/C)C,Active,94,,,Inhibitor,0.0631,96.5582,,Complete curve; high efficacy,-7.2,1.5095,0.9854,-101.557,-4.999,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-101.6,-5.045,-11.31,2.388,-13.71,-11.95,-42.82,-67.75,-84.77,-104,-94.45,-96.69,-98.41,,-108.7,-101.6,QC'd by Timtec
55,11110938,6603776,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)C[C@H](C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl,Active,94,,,Inhibitor,0.0398,99.0184,,Complete curve; high efficacy,-7.4,0.8,0.995,-93.9969,5.0215,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-98.07,-0.1559,-3.206,-3.96,-17.83,-28.11,-47.63,,,,-82.32,-90.33,-92.5,-94.62,-89.24,-98.07,QC'd by SigmaAldrich
56,11113303,72616,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC,Active,94,,,Inhibitor,0.0251,114.763,,Complete curve; high efficacy,-7.6,0.7,0.9789,-91.1783,23.5853,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.62,4.99,22.29,-4.26,-11.24,-28.49,-40.9,-58.06,-70.44,-81.02,-77.91,-81.98,-84.95,,-98.66,-91.62,QC'd by Timtec
57,11113285,6604570,CCCN1C[C@@H](C[C@@H]2[C@@H]1CC3=CNC4=CC=CC2=C34)CSC,Active,94,,,Inhibitor,0.0316,103.963,,Complete curve; high efficacy,-7.5,1.2221,0.9883,-93.7176,10.2456,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-96.69,15.82,-4.64,6.113,-6.549,-21.91,-45.82,-76.13,-83.58,-88.09,-90.08,-90.86,-93.05,,-98.02,-96.69,QC'd by Timtec
58,17384944,3247353,CC1=NN(C(=C1)C(=O)N[C@H](C2=CC=CC=C2)[C@]3(C[C@@H]3[C@@H](C)C(=O)NC4=CC5=CC=CC=C5C=C4)C)C,Active,94,,,Inhibitor,0.0398,126.146,,Complete curve; high efficacy,-7.4,0.8,0.997,-93.9357,32.2107,-1.1,0 0 0 0 0 0,-93.82,,,19.2,,-16.26,,,,-76.75,,-89.21,,-91.8,,-93.82,QC'd by UPCMLD
59,11111451,941462,CN1C[C@H](C[C@@H]2[C@@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Active,94,,,Inhibitor,0.0316,107.848,,Complete curve; high efficacy,-7.5,0.7,0.995,-95.0377,12.8105,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-97.88,8.874,0.3863,-11.36,-19.26,-24.92,-47.84,,,,-87.97,-91.02,-90.65,-92.73,-91.63,-97.88,QC'd by SigmaAldrich
60,17384941,3247332,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OC)C(=O)NC3=CC4=CC=CC=C4C=C3,Active,94,,,Inhibitor,0.0316,96.626,,Complete curve; high efficacy,-7.5,0.7,0.9998,-92.575,4.051,-1.1,0 0 0 0 0 0,-92.52,,,-12.86,,-34.71,,,,-79.91,,-87.9,,-90.97,,-92.52,QC'd by UPCMLD
61,11113689,5289501,C/C(=C\C1=CC=C(C=C1)C(=O)O)/C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,Active,94,,,Inhibitor,0.0126,107.904,,Complete curve; high efficacy,-7.9,0.6,0.9776,-82.3235,25.5805,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-88.33,13.62,2.763,-14.9,-23.01,-36.26,-46.08,-55.91,-63.4,-73.6,-69.66,-69.87,-74.61,,-90.79,-88.33,QC'd by Tocris
62,11114135,6091659,COC1=CC(=CC(=C1O)CSC2=NC3=CC=CC=C3S2)/C=C(\C#N)/C(=O)N,Active,94,,,Inhibitor,0.0251,111.973,,Complete curve; high efficacy,-7.6,0.7,0.9856,-92.9925,18.9805,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-97.36,3.785,10.63,-1.471,-11.72,-38,-45.73,-63.3,-70.24,-80.84,-81.19,-82.86,-86.79,,-97.83,-97.36,QC'd by Tocris
63,11114143,6604885,CN1CCC2=CC(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)Br,Active,94,,,Inhibitor,0.0316,99.6713,,Complete curve; high efficacy,-7.5,0.9,0.9814,-92.9463,6.7251,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-98.88,4.453,-2.787,-6.431,-9.578,-36.76,-48.85,-66.19,-73.7,-92.89,-81.81,-83.71,-87.59,,-99.01,-98.88,QC'd by Tocris
64,4237616,3232729,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC=CC=C4,Active,94,,,Inhibitor,0.0501,103.668,,Complete curve; high efficacy,-7.3,0.7,0.9985,-97.7753,5.8924,-1.1,0 0 0 0 0 0,-99.03,,,-8.423,,-28.51,,,,-80.3,,-88.75,,-94.59,,-99.03,QC'd by Pharmacopeia
65,11112960,54686784,C[N+](C)(CCCOC1=CC=CC=C1)C2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-],Active,94,,,Inhibitor,0.0158,102.719,,Complete curve; high efficacy,-7.8,0.9,0.9967,-87.67,15.0494,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.02,8.459,3.371,,-19.17,-40.88,-58.03,,-78.46,-82.58,-83.29,-83.47,-85.8,-91.87,-90.02,,QC'd by Prestwick
66,11112922,6604470,CC[N+](CC)(CC)CC[C@@](C1CCCCC1)(C2=CC=CC=C2)O,Active,94,,,Inhibitor,0.02,107.612,,Complete curve; high efficacy,-7.7,0.7,0.9974,-90.042,17.57,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-91.35,9.05,-1.095,,-18.77,-31.06,-51.18,,-71.4,-79.86,-83.27,-83.7,-87.5,-89.24,-91.35,,QC'd by Prestwick
67,11112523,6604311,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)[C@@H](C)CC2=CC=C(C=C2)OC,Active,94,,,Inhibitor,0.0251,92.2271,,Complete curve; high efficacy,-7.6,1.1,0.9947,-93.4515,-1.2245,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-94.49,0.0148,-9.004,,-18.84,-43.67,-60.24,,-83.94,-88.86,-90.57,-90.09,-92.74,-97.23,-94.49,,QC'd by Prestwick
68,4239638,3234745,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,94,,,Inhibitor,0.0398,100.53,,Complete curve; high efficacy,-7.4,0.6,0.999,-97.568,2.962,-1.1,0 0 0 0 0 0,-97.94,,,-15.64,,-36.75,,,,-78.81,,-88.91,,-93.22,,-97.94,QC'd by Pharmacopeia
69,11113556,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Active,94,,,Inhibitor,0.0398,106.029,,Complete curve; high efficacy,-7.4,0.7,0.9828,-95.9118,10.1168,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-97.49,3.493,1.912,-4.218,-13.76,-33.95,-41.77,-61.64,-73.82,-85.53,-82.32,-80.47,-85.55,,-103,-97.49,QC'd by Tocris
70,11113947,132846,C1C[C@@H]([C@@H](NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,94,,,Inhibitor,0.0501,105.154,,Complete curve; high efficacy,-7.3,1.1,0.9902,-101.194,3.96,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-102.3,0.5452,5.244,-3.818,-11.77,-17.66,-42.26,-66.19,-78.1,-101.7,-93.51,-95.59,-97.23,,-107.9,-102.3,QC'd by Tocris
71,11113946,5354033,C1=CC=C(C(=C1)N)S/C(=C(\C#N)/C(=C(/N)\SC2=CC=CC=C2N)/C#N)/N,Active,94,,,Inhibitor,0.02,109.07,,Complete curve; high efficacy,-7.7,0.7,0.9789,-89.978,19.0925,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.61,10.48,3.102,-12.16,-12.6,-33.93,-48.47,-62.83,-74.72,-87.53,-78.52,-77.94,-80.82,,-98.62,-91.61,QC'd by Tocris
72,11110658,92112,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2,Active,94,,,Inhibitor,0.02,105.3,,Complete curve; high efficacy,-7.7,0.7,0.9943,-85.6482,19.6521,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.24,11.77,2.441,,-11.13,-33.13,-47.09,,-69.76,-72.88,-76.77,-80.28,-83.96,-89.01,-86.24,,QC'd by Prestwick
73,11111646,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Active,93,,,Inhibitor,0.0316,86.6984,,Complete curve; high efficacy,-7.5,2.0479,0.9933,-87.163,-0.4647,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-94.05,0.5966,-3.669,,-6.614,-19,-54.26,,-80.59,-84.06,-85.8,-86.54,-88.73,-90.45,-94.05,,QC'd by Prestwick
74,11113900,6604811,C[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Active,93,,,Inhibitor,0.0501,92.6623,,Complete curve; high efficacy,-7.3,1,0.974,-90.0008,2.6615,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-95.45,-11.78,9.281,-0.9716,-8.95,-21.72,-39.99,-59.2,-68.11,-85.07,-79.94,-81.63,-84.12,,-97.18,-95.45,QC'd by Tocris
75,11112181,3246080,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Active,93,,,Inhibitor,0.0501,102.314,,Complete curve; high efficacy,-7.3,0.6,0.9983,-90.6169,11.6969,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.87,6.962,-1.711,,-14.95,-23.14,-37.19,,-60.44,-69.41,-76.08,-79.22,-83.9,-89.1,-87.87,,QC'd by Prestwick
76,4238748,3233857,COC1=CC=CC=C1CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC,Active,93,,,Inhibitor,0.0794,113.555,,Complete curve; high efficacy,-7.1,0.8,0.9944,-98.4957,15.0591,-1.1,0 0 0 0 0 0 0,-101.8,,,5.765,,-9.06,,-49.23,,-74.54,,-87.07,,-95.63,,-101.8,QC'd by Pharmacopeia
77,11111357,6321253,CCN(CC)C(=O)N[C@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Active,93,,,Inhibitor,0.0316,90.9618,,Complete curve; high efficacy,-7.5,0.9,0.999,-86.4349,4.5269,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.84,1.891,-2.724,-7.829,-15,-27.16,-46.4,,,,-82.86,-85.08,-84.87,-85.56,-86.18,-87.84,QC'd by SigmaAldrich
78,11111610,4910,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,Active,93,,,Inhibitor,0.0631,107.063,,Complete curve; high efficacy,-7.2,0.9,0.9922,-94.09,12.9732,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-97.68,15.13,-0.897,11.59,-2.718,-12.73,-31.21,,,,-83.7,-89.88,-92.34,-93.11,-90.23,-97.68,QC'd by SigmaAldrich
79,11113808,4553,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2,Active,93,,,Inhibitor,0.0501,95.6053,,Complete curve; high efficacy,-7.3,1.3723,0.979,-91.6701,3.9352,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-95.56,7.933,-4.186,2.854,-1.946,-14.72,-37.56,-64.15,-74.43,-94,-81.78,-84.08,-85.56,,-104.5,-95.56,QC'd by Tocris
80,11113806,1727,C1=CN=CC=C1N,Active,93,,,Inhibitor,0.0631,109.326,,Complete curve; high efficacy,-7.2,0.9,0.984,-93.9552,15.3712,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.2,12.35,13.34,9.313,2.367,-16.02,-28.39,-47.79,-64.54,-88.57,-78.23,-83.02,-86.06,,-104.9,-94.2,QC'd by Tocris
81,11113835,6604789,CN1C=C(C2=CC=CC=C21)C(=O)C(=O)N[C@H]3CN4CCC3CC4,Active,93,,,Inhibitor,0.0631,111.404,,Complete curve; high efficacy,-7.2,0.6,0.9827,-94.4444,16.9597,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-96.37,9.628,9.382,-5.169,-13.42,-14.69,-22.64,-47.33,-60.03,-76.58,-75.32,-76.44,-81.91,,-95.62,-96.37,QC'd by Tocris
82,11111517,6603942,CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F,Active,93,,,Inhibitor,0.0501,91.738,,Complete curve; high efficacy,-7.3,1.4641,0.9887,-91.027,0.711,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-95.68,-10.8,1.869,2.21,0.8789,-18.93,-35.77,,,,-86.76,-91.01,-91.28,-92.9,-88.97,-95.68,QC'd by SigmaAldrich
83,11112738,184820,CCCNC[C@@H](COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Active,93,,,Inhibitor,0.0631,102.84,,Complete curve; high efficacy,-7.2,0.9,0.9968,-92.8536,9.9864,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-93.08,10.66,2.179,,-4.13,-15.85,-28.42,,-68.94,-77.98,-82.32,-86.54,-90.31,-94.46,-93.08,,QC'd by Prestwick
84,11113306,4970,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,Active,93,,,Inhibitor,0.0501,108.764,,Complete curve; high efficacy,-7.3,0.7,0.9744,-95.7085,13.0553,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-95.82,8.224,-0.9455,-2.94,-3.746,-25.78,-35.8,-51.46,-64.46,-88.78,-76.31,-79.93,-85.81,,-105.3,-95.82,QC'd by Timtec
85,11113286,14987,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO,Active,93,,,Inhibitor,0.0251,91.2594,,Complete curve; high efficacy,-7.6,0.7,0.9755,-84.3121,6.9472,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-86.71,-0.7607,-5.143,-14.11,-16.69,-34.58,-46.18,-58.49,-70.03,-81.85,-72.82,-73.23,-74.5,,-92.16,-86.71,QC'd by Timtec
86,11113337,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Active,93,,,Inhibitor,0.0398,92.1455,,Complete curve; high efficacy,-7.4,0.8,0.9785,-90.2725,1.873,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.42,-3.67,-6.82,-6.326,-17.23,-30.17,-44.98,-55.84,-70.75,-87.39,-78.57,-80.09,-82.22,,-100.9,-91.42,QC'd by Tocris
87,11114182,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Active,93,,,Inhibitor,0.0398,105.874,,Complete curve; high efficacy,-7.4,0.7,0.9749,-92.1022,13.7718,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.07,7.207,8.174,-9.057,-9.912,-28.13,-36.97,-49.54,-68.69,-87.64,-77.85,-79.01,-81.73,,-102,-91.07,QC'd by Tocris
88,4238908,3234016,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=NC=CS4)CC2,Active,93,,,Inhibitor,0.0251,100.415,,Complete curve; high efficacy,-7.6,1.111,0.9978,-87.0366,13.3783,-1.1,0 0 0 0 0 0,-88.15,,,4.284,,-29.18,,,,-80,,-87.32,,-88.12,,-88.15,QC'd by Pharmacopeia
89,11111695,6603977,C1=CC=C(C=C1)CCCCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4,Active,93,,,Inhibitor,0.0501,101.189,,Complete curve; high efficacy,-7.3,1,0.9973,-96.1003,5.0887,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-97.47,4.304,4.063,-6.369,-10.82,-17.16,-42.21,,,,-91.31,-93.55,-94.7,-95.98,-93.94,-97.47,QC'd by SigmaAldrich
90,11113702,32224,CN1CCN(CC1)C2=CC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Active,93,,,Inhibitor,0.0398,101.537,,Complete curve; high efficacy,-7.4,0.7,0.9746,-88.4316,13.1052,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.27,13.22,-7.152,0.2508,-13.01,-24.25,-31.32,-55.69,-65.7,-78.97,-76.06,-73.8,-80.39,,-95.99,-90.27,QC'd by Tocris
91,4239428,3234535,CNC1=NC(=NC=C1)C2=CC=CC=C2CN(C)C,Active,93,,,Inhibitor,0.0398,110.733,,Complete curve; high efficacy,-7.4,0.7,0.9909,-90.2132,20.5198,-1.1,0 0 0 0 0 0 0,-93.56,,,9.039,,-21.72,,-50.37,,-72.2,,-79.63,,-89.68,,-93.56,QC'd by Pharmacopeia
92,4253157,3246236,CCS(=O)(=O)O.C1C[C@@H]2CC(C[C@@H]1N2CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl)O,Active,93,,,Inhibitor,0.0631,109.026,,Complete curve; high efficacy,-7.2,1,0.9963,-92.6969,16.329,-1.1,0 0 0 0 0 0 0,-94.03,11.63,,14.83,,-10.45,,-45.87,,-79.29,,-88.49,,-94.03,,,QC'd by NCI
93,4238158,3233269,COC1=CC=CC=C1CN2CCC3(CCNCC3)CC2,Active,93,,,Inhibitor,0.0316,98.792,,Complete curve; high efficacy,-7.5,1.2716,0.9989,-86.0427,12.7494,-1.1,0 0 0 0 0 0,-84.68,,,7.893,,-22.1,,,,-82.15,,-85.13,,-87.12,,-84.68,QC'd by Pharmacopeia
94,4252604,3246046,C[C@H](C1=CC=CC=C1)N2CCN(CC2)[C@@H](C)C3=CC=CC=C3,Active,93,,,Inhibitor,0.0631,119.905,,Complete curve; high efficacy,-7.2,0.5,0.9149,-99.0931,20.812,-1.1,0 0 0 0 0 0 0,-92.55,11.51,,5.348,,-43.48,,-27.4,,-66.59,,-84.03,,-92.55,,,QC'd by NCI
95,11111847,6604019,CCN(CC)C(=O)N[C@H]1C[C@@H]2[C@H](CC3=CNC4=CC=CC2=C34)N(C1)C,Active,93,,,Inhibitor,0.0398,96.4646,,Complete curve; high efficacy,-7.4,0.81,0.995,-86.8735,9.5912,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.5,7.677,0.8958,-2.578,-7.645,-25.47,-42.86,,,,-76.92,-83.91,-85.84,-87.92,-81.94,-90.5,QC'd by SigmaAldrich
96,11112912,6604463,CN1C[C@@H](C[C@@]2([C@@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,Active,93,,,Inhibitor,0.0398,94.7694,,Complete curve; high efficacy,-7.4,1.111,0.9951,-90.7241,4.0454,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-92.9,6.103,-2.017,,-5.275,-28.32,-44.45,,-78.51,-84.93,-86.53,-87.12,-88.89,-92.99,-92.9,,QC'd by Prestwick
97,11113995,5311042,C[C@@H](C1=CC(=C(C=C1)Cl)Cl)NC[C@@H](CP(=O)(CC2=CC=CC=C2)O)O,Active,93,,,Inhibitor,0.0501,100.37,,Complete curve; high efficacy,-7.3,1,0.9912,-95.521,4.8488,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-98.27,6.151,-5.337,1.655,-7.405,-24.91,-36.5,-59.2,-74.42,-89.39,-88.44,-89.47,-91.12,,-101.6,-98.27,QC'd by Tocris
98,11112580,25295,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2,Active,93,,,Inhibitor,0.02,97.0377,,Complete curve; high efficacy,-7.7,0.7,0.9947,-83.1878,13.8499,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-85.75,6.762,-1.363,,-17.5,-32.37,-46.7,,-69.64,-71.46,-76.73,-75.41,-81,-86.24,-85.75,,QC'd by Prestwick
99,4253974,3246544,CN1CCCC[C@@H]1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)OC,Active,93,,,Inhibitor,0.0501,99.3956,,Complete curve; high efficacy,-7.3,1.1,0.9945,-96.3374,3.0582,-1.1,0 0 0 0 0 0 0,-98.97,-2.426,,2.969,,-22.38,,-62.01,,-85.86,,-95.17,,-98.97,,,QC'd by NCI
100,11113602,3035672,C1CN(CCC1C2=CC=CC=C2)CCCCC3=CC=CC=C3,Active,93,,,Inhibitor,0.0398,101.145,,Complete curve; high efficacy,-7.4,0.9,0.9851,-89.9987,11.146,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.04,17.42,-0.8154,-3.154,-11.02,-16.99,-39.23,-62.8,-71.28,-83.63,-80.07,-82.42,-84.82,,-93.29,-94.04,QC'd by Tocris
101,4253064,3246198,CC1=NCC[N@@+]1(CCC2=CC=CC=C2)CC3=CC=CC=C3,Active,93,,,Inhibitor,0.0501,109.363,,Complete curve; high efficacy,-7.3,0.7,0.9984,-96.3041,13.0589,-1.1,0 0 0 0 0 0 0,-92.81,7.643,,-1.648,,-25.01,,-50.22,,-79.19,,-89.52,,-92.81,,,QC'd by NCI
102,4237471,3232584,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC(=C3)C#N)CCC#N,Active,93,,,Inhibitor,0.0316,107.933,,Complete curve; high efficacy,-7.5,0.9,0.9821,-87.4807,20.452,-1.1,0 0 0 0 0 0 0,-82.7,,,11.89,,-28.61,,-53.84,,-76.76,,-89.03,,-90.37,,-82.7,QC'd by Pharmacopeia
103,11111652,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Active,92,,,Inhibitor,0.0501,92.1251,,Complete curve; high efficacy,-7.3,0.9,0.9914,-87.1251,5,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.28,8.353,-5.706,,-9.921,-19.91,-35.58,,-69.94,-77.02,-79.24,-80.81,-83.42,-90.36,-89.28,,QC'd by Prestwick
104,11113134,92112,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2,Active,92,,,Inhibitor,0.0631,97.4637,,Complete curve; high efficacy,-7.2,0.8,0.9793,-88.7674,8.6964,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90,6.17,2.89,-0.5854,-5.179,-19.55,-28.81,-50.06,-59.9,-84.35,-71.82,-76.99,-79.34,,-96.14,-90,QC'd by Timtec
105,4253395,3246330,C1CCN[C@@H](C1)C[C@H](C2=CC3=C(C=C2)C4=CC=CC=C4O3)O,Active,92,,,Inhibitor,0.1,95.1526,,Complete curve; high efficacy,-7,1,0.9976,-93.4083,1.7443,-1.1,0 0 0 0 0 0 0,-94.72,2.837,,-5.006,,-11.69,,-44.02,,-76.4,,-87.54,,-94.72,,,QC'd by NCI
106,11110822,6093303,CC(C)(C)[C@]1(CCN2C[C@@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O,Active,92,,,Inhibitor,0.0794,100.355,,Complete curve; high efficacy,-7.1,0.8,0.9926,-93.9856,6.3696,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-95.13,11.03,0.1994,-10.44,-5.845,-17.38,-28.53,,,,-83.8,-86.87,-91.24,-92.88,-89.7,-95.13,QC'd by SigmaAldrich
107,11111359,6603896,C1CN2CCC1[C@H]([C@@H]2C(C3=CC=CC=C3)C4=CC=CC=C4)NCC5=CC=CC=C5I,Active,92,,,Inhibitor,0.0631,89.0154,,Complete curve; high efficacy,-7.2,1.4641,0.9933,-88.9957,0.0198,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-93.93,-5.849,0.5581,0.8723,-2.905,-8.176,-33.48,,,,-81.75,-86.43,-87.76,-89.81,-91.37,-93.93,QC'd by SigmaAldrich
108,11112077,6604159,CCCN1C[C@H](C[C@@H]2[C@@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,Active,92,,,Inhibitor,0.1,100.59,,Complete curve; high efficacy,-7,1,0.9895,-97.7686,2.821,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-98.87,13.97,-6.406,-5.889,-5.317,-13.95,-22.5,,,,-90.05,-94.19,-95.88,-97.76,-94.37,-98.87,QC'd by SigmaAldrich
109,4254144,3246616,CN1CCC2=CC=CC=C2[C@@H]1CC3=CC=CC=C3NC(=O)C4=C(C5=CC=CC=C5S4)Cl,Active,92,,,Inhibitor,0.0794,95.261,,Complete curve; high efficacy,-7.1,1.4641,0.9875,-95.261,0,-1.1,0 0 0 0 0 0 0,-97.58,6.396,,-9.244,,-6.974,,-56.78,,-85.39,,-93.72,,-97.58,,,QC'd by NCI
