PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
64,26751169,10707165,CCOC(=O)C[C@H]([C@@H]1CCCCC1=O)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,,19.78,9.907,,16.29,,-2.197,,-11.3,,27.31,,-4.26,,19.78,,,QC'd by BUCMLD
65,4237864,3232977,C1CN(CCC12CN(C2)C3=CC=CC=N3)C(=O)C4=CC=NC=C4,Active,45,,,Inhibitor,2.5119,88.6919,,Partial curve; high efficacy,-5.6,0.8,0.9585,-87.596,1.0959,-2.1,0 0 0 0 0 0,-83.83,,,,,-7.958,,5.211,,-16.54,,-47.63,,-60.55,,-83.83,QC'd by Pharmacopeia
66,17384875,5461873,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NC4=CC5=CC=CC=C5C=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,6.522,,,,,-3.194,,-1.311,,-8.745,,0.3424,,-27.19,,6.522,QC'd by UPCMLD
67,4239266,3234373,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.15,,,6.438,,-11.86,,-17.62,,-11.38,,-16.15,,,,,QC'd by Pharmacopeia
68,11112147,6604192,C1[C@@H]2[C@@H]([C@H](S1)CCCCC(=O)O)NC(=O)N2,Inactive,0,,,Inactive,,,,,,,,,,4,,0.8213,-2.749,-1.703,2.22,-11.42,24.99,-8.068,30.38,2.539,2.694,2.244,-12.98,-9.15,4.348,0.8213,,QC'd by Prestwick
69,4252891,236265,CN(C)CC1=CC(=CC(=C1O)CN(C)C)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,17.88,-20.57,,2.742,,-11.82,,-5.39,,23.84,,25.55,,17.88,,,QC'd by NCI
70,4239838,3234945,COC(=O)N1CCC2(CC1)CN(C2)C(=O)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,18.34,,,,,-6.116,,-1.82,,-1.051,,21.13,,-19.57,,18.34,QC'd by Pharmacopeia
71,11111378,1268140,CN1[C@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@H](C3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.067,1.742,-17.51,-2.671,7.091,4.741,8.617,3.348,-2.919,0.5957,-10.49,-11.95,-3.44,-10.17,10.8,7.067,QC'd by SigmaAldrich
72,17385297,3247255,CN(C)C(=O)C1=CC2=C(N1CCO)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Active,41,,,Inhibitor,15.8489,101.267,,Partial curve; high efficacy,-4.8,1.2876,0.9431,-97.6515,3.6152,-2.1,0 0 0 0 0 0 0,-85.68,,,9.457,,17.61,,-8.795,,-1.89,,-5.678,,-36.77,,-85.68,QC'd by UPCMLD
73,11114368,6605027,CC(C)C[C@@H](CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]2CCCC[C@H]2N,Inactive,0,,,Inactive,,,,,,,,,,4,,0.9123,2.905,-25.53,-11.67,-11.71,-27.65,-25.13,20.16,10.82,-12.3,7.628,10.03,2.621,23.44,-29.14,0.9123,QC'd by UWisc
74,11112636,6604352,C[C@@H]1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.78,-11.26,45.01,-6.435,7.301,9.224,-23.99,21.25,-7.868,13.82,-9.706,0.9865,7.078,11.53,-17.78,,QC'd by Prestwick
75,4238420,3233530,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,0.6076,,,,,-6.724,,2.189,,-11.81,,0.5831,,0.6395,,0.6076,QC'd by Pharmacopeia
76,4237865,3232978,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=CC=C3)OC4=CC=C(C=C4)OC,Inconclusive,20,,,Inhibitor,10,55.9,,Single point of activity,-5,1.4781,0.9384,-48.4,7.5,-3,0 0 0 0 0 1 0,-44.5,,,-1.155,,15.6,,8.428,,6.22,,1.617,,25.1,,-44.5,QC'd by Pharmacopeia
77,11110819,6603730,CCNC(=O)[C@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,8.723,0.7325,2.869,8.754,-0.5299,-2.464,0.9672,9.316,-6.991,4.368,11.47,-6.052,-1.299,-18.77,12.88,8.723,QC'd by SigmaAldrich
78,4254076,321408,CC1=CC(=C(C(=C1C)Br)C)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,20.27,0.0966,,-3.07,,-8.047,,-17.02,,-36.79,,-26.28,,20.27,,,QC'd by NCI
79,11111650,307957,CC[C@@H]1[C@@H](COC1=O)CC2=CN=CN2C,Inconclusive,20,,,Inhibitor,39.8107,47.602,,Single point of activity,-4.4,4.9549,0.4208,-47.399,0.203,-3,0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,-45.58,7.562,-9.42,27.39,-25.71,-4.085,2.97,4.158,-3.049,31.37,1.67,30.75,-7.028,-10.44,19.08,-45.58,QC'd by SigmaAldrich
80,4238703,3233812,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.71,,,13.17,,-9.013,,22.95,,-1.18,,-16.71,,,,,QC'd by Pharmacopeia
81,4253385,1080081,C1CCN(C1)C[C@H](COC2=C(C=C(C=C2)Cl)Cl)O,Inactive,0,,,Inactive,,,,,,,,,,4,,9.118,-2.412,,-1.884,,10.47,,-4.105,,6.812,,-1.726,,9.118,,,QC'd by NCI
82,11114369,6605028,CC(C)[C@@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)C[C@H](CO)NC(=O)[C@@H]3CNCC[C@H]3N,Inconclusive,20,,,Inhibitor,25.1189,64.575,,Partial curve; partial efficacy; poor fit,-4.6,3.132,0.6706,-55.575,9,-2.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-50.26,-16.17,-14.33,-1.365,12.34,5.661,17.42,-10.77,14.73,0.419,14.48,25.25,27.37,13.1,-27.59,-50.26,QC'd by UWisc
83,11113126,227445,CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,7.097,-2.006,-4.428,5.05,-36.36,-3.856,-1.533,-2.503,-5.126,1.32,-2.451,9.063,-3.66,9.689,-1.595,7.097,QC'd by Timtec
84,4240394,3235499,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCNCC5,Active,88,,,Inhibitor,1,117.356,,Complete curve; high efficacy,-6,0.5,0.9765,-105.32,12.0355,-1.1,0 0 0 0 0 0 0,-92.35,,,3.724,,6.94,,-24.62,,-36.55,,-52.82,,-80.57,,-92.35,QC'd by Pharmacopeia
85,26751170,16758571,C1CC=C(C(=O)C1)[C@@H]2CCCC(=O)C2,Inactive,0,,,Inactive,,,,,,,,,,4,,4.795,-3.884,,-6.148,,-11.75,,7.466,,0.9035,,-0.1338,,4.795,,,QC'd by BUCMLD
86,26752617,16759041,CC(CCCCCCC/C=C/C=C/C(=O)N/C=C/C(=O)OCC=C)O,Active,44,,,Inhibitor,3.9811,63.42,,Partial curve; partial efficacy,-5.4,2.0937,0.9655,-80.648,-17.228,-2.2,0 0 0 0 0 0 0,-74.45,-14.14,,-12.53,,-15.69,,-20.26,,-25.22,,-31.54,,-74.45,,,QC'd by BUCMLD
87,11113871,176407,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,Inconclusive,20,,,Inhibitor,39.8107,50.9365,,Single point of activity,-4.4,4.9549,0.6066,-50.2615,0.675,-3,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-44.52,19.64,-1.608,18.73,-8.599,8.278,-10.66,-14.48,-4.058,13.48,10.52,-2.447,-6.501,0.8053,-0.6978,-44.52,QC'd by Tocris
88,4253521,136915,C1=CC=C(C=C1)N(CC(=O)O)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.28,10.31,,-5.037,,23.53,,-8.784,,-5.988,,-5.317,,-12.28,,,QC'd by NCI
89,4239267,3234374,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OC4=CC=C(C=C4)OC,Active,42,,,Inhibitor,12.5893,85.7505,,Partial curve; partial efficacy,-4.9,1.4163,0.9615,-86.7982,-1.0477,-2.2,1 0 0 0 0 0 0,-78.81,,,-21.67,,1.423,,-10.89,,6.667,,-11.71,,-38.18,,-78.81,QC'd by Pharmacopeia
90,17384874,3247310,C1[C@H]([C@@H]1C(=O)NCC2=CC=CC=N2)[C@H](C3=CC=CC=C3)NP(=O)(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,7.224,,,,,-6.741,,-1.469,,6.162,,-9.938,,-1.517,,7.224,QC'd by UPCMLD
91,11110815,204966,C[N+](C)(C)CCOC(=O)CBr,Inactive,0,,,Inactive,,,,,,,,,,4,,6.948,11.16,14.47,5.538,-5.704,12.22,-0.8122,16.34,-12.28,13.19,-14.39,23.39,25.2,-13.79,-14.42,6.948,QC'd by SigmaAldrich
92,11114367,6605026,CC(C)C[C@@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@H](C(C)C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@@H]2CCCC[C@H]2N,Inconclusive,20,,,Inhibitor,39.8107,50.916,,Single point of activity,-4.4,4.9549,0.628,-43.4635,7.4525,-3,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.68,-15.26,-7.269,14.04,0.9023,20.37,6.266,19.96,19.94,9.735,5.918,6.33,2.933,-10.45,6.482,-38.68,QC'd by UWisc
93,4239831,3234938,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.97,,,,,11.26,,-0.0988,,18.18,,-8.778,,0.9556,,-11.97,QC'd by Pharmacopeia
94,4254084,322968,C1CN2CCC1C(=O)C2(CO)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.93,-4.019,,2.903,,8.614,,-11.73,,-8.894,,-6.647,,-2.93,,,QC'd by NCI
95,11113874,82320,CCN1C2=CC=CC=C2NC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,21.92,-17.91,2.726,-21.26,-14.21,-30.14,-6.671,2.48,2.501,-8.354,-9.847,1.301,-10.11,1.824,4.69,21.92,QC'd by Tocris
96,4239263,3234370,C1C[C@@]2(CCN(C2)C(=O)NC3=CC(=CC=C3)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.93,,,,,16.65,,-2.428,,-10.11,,10.05,,1.182,,-27.93,QC'd by Pharmacopeia
97,11112146,6604191,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4601,-18.97,-10.78,7.227,-17.8,10.19,10.86,24.99,36.09,-2.128,-14.61,6.229,-0.0634,-18.2,-0.4601,,QC'd by Prestwick
98,4252890,853621,CN(C)C[C@H]1CCC[C@H](C1=O)CN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,1.901,10.34,,-4.878,,-0.2524,,-8.251,,-4.923,,-0.439,,1.901,,,QC'd by NCI
99,4253516,3246374,CC[C@@H]1[C@@H]2CC3=C([C@]1(CCN2C)CC)C=C(C=C3)O.C1=CC=C(C=C1)[C@@H](C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,5.828,-12.96,,4.906,,3.717,,-15.36,,-2.41,,-4.138,,5.828,,,QC'd by NCI
100,4238425,3233535,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3008,,,-0.7253,,-1.274,,-17.09,,-15.25,,-4.34,,2.434,,-0.3008,QC'd by Pharmacopeia
101,11111379,433294,[Li+].[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,,5.607,3.052,2.088,-2.175,2.43,-1.415,9.599,2.945,-35.38,16.24,-15.9,-0.0611,-3.73,-5.339,-16.05,5.607,QC'd by SigmaAldrich
102,17385292,3247254,CN(C)C(=O)C1=CC2=C(N1)C[C@@H]3[C@H]2[C@](N(C3)C(=O)C4=CC=CC=C4)(CC5=CC=C(C=C5)F)C(=O)OC,Active,43,,,Inhibitor,10,118.852,,Partial curve; high efficacy,-5,0.6,0.9443,-112.681,6.171,-2.1,0 0 0 0 0 0 0,-85.33,,,4.526,,17.52,,-13.99,,-11.4,,-27.42,,-51.7,,-85.33,QC'd by UPCMLD
103,17384873,3247302,C1[C@@H]([C@H]1C(=O)NCC2=CC=CC=C2)[C@@H](C3=CC=CC=C3)NP(=O)(C4=CC=CC=C4)C5=CC=CC=C5,Active,87,,,Inhibitor,0.7943,98.7505,,Complete curve; high efficacy,-6.1,0.9,0.9772,-87.235,11.5155,-1.1,0 0 0 0 0 0,-78.93,,,,,10.77,,-5.953,,-23.61,,-56.27,,-88.92,,-78.93,QC'd by UPCMLD
104,11113133,6546955,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.62,-3.403,-3.141,6.33,-6.894,-15.86,4.638,2.576,-16.47,0.0254,1.7,-3.438,9.983,4.784,-0.4225,-4.62,QC'd by Timtec
105,26751171,16758572,CCOC(=O)C[C@@H](CC(=O)C)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,,16.49,3.94,,-13.78,,8.189,,-10.6,,-5.277,,6.933,,16.49,,,QC'd by BUCMLD
106,4237858,3232971,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,10.82,,,0.7928,,-14.17,,-8.031,,-9.705,,10.82,,,,,QC'd by Pharmacopeia
107,26752614,16759039,COC(=O)[C@@]1(CCCC1=O)C(C2=CC=CO2)NC(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,5.984,-12.05,,-18.54,,-18.01,,-14.46,,-7.192,,30.28,,5.984,,,QC'd by BUCMLD
108,11111653,3675,C1=CC=C(C=C1)CCNN,Inconclusive,21,,,Inhibitor,10,47.1365,,Complete curve; partial efficacy,-5,2.0437,0.8019,-46.7175,0.419,-1.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-43.53,-11.99,-3.112,-13.68,3.677,8.596,-12.8,10.77,11.22,-5.623,9.946,-6.398,-9.391,-23.72,-44.59,-43.53,QC'd by SigmaAldrich
109,4238704,3233813,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC=C3Cl,Inconclusive,20,,,Inhibitor,0.7943,68.8555,,Single point of activity,-6.1,1.031,0.9576,-57.393,11.4625,-3,0 0 0 0 0,-42.89,,,16.36,,7.377,,-0.1724,,-8.751,,-42.89,,,,,QC'd by Pharmacopeia
110,4240399,3235504,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,84,,,Inhibitor,3.1623,98.6362,,Complete curve; high efficacy,-5.5,4.9549,0.9871,-81.0251,17.6112,-1.1,0 0 0 0 0 0,-84.49,,,,,25.58,,9.166,,16.87,,2.993,,-77.93,,-84.49,QC'd by Pharmacopeia
111,4253388,259669,C1=CC=C(C=C1)CCCCC2=C(N=C(N=C2N)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,5.705,1.654,,3.439,,-12.17,,-3.046,,11.31,,9.188,,5.705,,,QC'd by NCI
112,4238705,3233814,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)N5CCOCC5,Inconclusive,21,,,Inhibitor,19.9526,68.274,,Partial curve; partial efficacy,-4.7,2.3332,0.9326,-64.968,3.306,-2.2,0 0 0 0 0 0 0,-59.65,,,-3.207,,0.1869,,-2.664,,14.23,,8.634,,-11.83,,-59.65,QC'd by Pharmacopeia
113,11110816,2419,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.3,6.866,-14.9,16.53,25.07,3.26,32.19,-7.558,-7.034,0.9046,-8.325,-42.9,20.77,0.3219,-2.532,13.3,QC'd by SigmaAldrich
114,4254083,322778,C1=CC=C(C=C1)C(=O)CON2C(=O)C3=CC=CC=C3C2=O,Inconclusive,20,,,Inhibitor,6.3096,40.4007,,Single point of activity,-5.2,4.9549,0.9291,-37.9007,2.5,-3,0 0 1 0 0 0 0,-35.92,5.062,,6.113,,-20.64,,1.11,,-5.634,,4.384,,-35.92,,,QC'd by NCI
115,11114366,6605025,CC(C)C[C@@H](CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]2CCCC[C@H]2N,Inconclusive,20,,,Inhibitor,12.5893,46.092,,Complete curve; partial efficacy; poor fit,-4.9,2.9523,0.7294,-39.092,7,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.78,2.689,-9.488,10.84,1.186,-1.29,9.693,15.85,27.1,-6.52,19.62,10.46,4.138,-14.68,-34.01,-37.78,QC'd by UWisc
116,4239832,3234939,C1CN(CCC12CN(C2)CC3=CC=C(C=C3)C#N)C(=O)C4=CC=CO4,Inactive,0,,,Inactive,,,,,,,,,,4,,7.368,,,,,-9.014,,-8.231,,-1.502,,-2.418,,0.0399,,7.368,QC'd by Pharmacopeia
117,11113873,6604800,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC6=CC=CC=C6C=C5,Inactive,0,,,Activator,25.1189,51.8525,,Partial curve; partial efficacy,-4.6,3.0654,0.8312,46.0375,-5.815,2.2,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,42.95,29.21,1.852,16.55,5.971,-4.977,4.658,-8.227,-10.65,-12.86,-12.61,-15.1,-5.883,-2.622,19.8,42.95,QC'd by Tocris
118,11112630,66374,C1CSC2=N[C@@H](CN21)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,11.25,14.82,16.33,1.572,25.09,21.82,3.233,-0.7972,-2.738,-12.89,-3.682,-9.881,-5.019,-6.859,11.25,,QC'd by Prestwick
119,4238426,3233536,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=C(C=C4)C5=CC=CC=C5)CC2,Active,41,,,Inhibitor,15.8489,97.667,,Partial curve; partial efficacy,-4.8,0.8,0.8774,-85.082,12.585,-2.2,0 0 0 0 0 0,-63.26,,,,,-0.1927,,28.44,,3.093,,-10.54,,-22.41,,-63.26,QC'd by Pharmacopeia
120,11111380,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.35,-3.476,3.603,2.951,6.115,4.222,3.766,-5.97,4.833,4.257,-3.007,-0.4978,8.093,1.089,4.747,-16.35,QC'd by SigmaAldrich
121,4253515,3246373,CN(C)C1=CC2=C(C=C1)[NH+]=C3C(=CC(=O)C(=C3O2)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.39,-0.3734,,11.48,,-5.234,,1.22,,23.18,,9.077,,-29.39,,,QC'd by NCI
122,11112145,1054,CC1=NC=C(C(=C1O)CO)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,7.591,-4.362,10.22,-5.71,-12.24,10.93,-15.99,0.5434,12.27,-6.376,-19.29,-7.995,14.94,-7.857,7.591,,QC'd by Prestwick
123,4252889,412254,CN1CCN(CC1)C2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,0.7892,-23.45,,-31.62,,-16.04,,1.1,,-3.054,,14.02,,0.7892,,,QC'd by NCI
124,4239264,3234371,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=C(C=C3)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.267,,,0.7593,,-8.575,,-2.183,,5.928,,-2.267,,,,,QC'd by Pharmacopeia
125,4239265,3234372,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,0.6837,,,,,-3.021,,-2.905,,12.83,,8.93,,-1.11,,0.6837,QC'd by Pharmacopeia
126,17385291,3247247,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CCO)C(=O)N4CCCC4)CN1C(=O)C5=CC=CC=C5)CC6=CC=C(C=C6)F,Active,43,,,Inhibitor,6.3096,92.768,,Partial curve; high efficacy,-5.2,1.6266,0.9686,-92.6846,0.0834,-2.1,0 0 0 0 0 0 0,-84.39,,,-12.39,,4.776,,-0.451,,3.764,,-12.82,,-65.25,,-84.39,QC'd by UPCMLD
127,26751172,746501,C1CN[C@@H](C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.55,-8.239,,-4.375,,12.16,,-2.912,,-1.427,,-6.851,,-11.55,,,QC'd by BUCMLD
128,11113132,6604606,CC(C)C1=CC2=CC[C@H]3[C@]([C@@H]2CC1)(CCC[C@]3(C)C(=O)O)C,Active,42,,,Inhibitor,12.5893,127.001,,Partial curve; high efficacy,-4.9,0.8,0.9252,-120.442,6.5586,-2.1,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-92.17,-26.73,3.574,-7.853,17.14,-0.1358,10.65,8.614,-1.043,9.277,1.758,-40.7,-29.29,-50.23,-75.55,-92.17,QC'd by Timtec
129,4237859,3232972,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC=CC=C3OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.444,,,13.86,,2.636,,11.85,,11.07,,-5.444,,,,,QC'd by Pharmacopeia
130,26752615,10682175,CN1C2=CC=CC=C2C(=O)C(=C1C3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.185,2.69,,2.312,,2.339,,11.8,,28.22,,-9.027,,-1.185,,,QC'd by BUCMLD
131,17384872,3247294,CC1=CC(=NN1C)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,41,,,Inhibitor,12.5893,65.7005,,Partial curve; partial efficacy,-4.9,3.1925,0.9277,-63.963,1.7375,-2.2,0 0 0 0 0 0,-62.49,,,,,6.592,,-8.779,,-1.629,,12.76,,-28.72,,-62.49,QC'd by UPCMLD
132,4253387,3246324,C1COCCN1C[C@H](COC2=CC=CC3=CC=CC=C32)O,Inactive,0,,,Inactive,,,,,,,,,,4,,5.454,-2.099,,10.73,,14.25,,4.655,,6.456,,-3.798,,5.454,,,QC'd by NCI
133,4240400,3235505,CC(C)NC(=O)N1CCCC2(C1)CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.663,,,,,9.058,,-3.751,,-12.29,,9.698,,3.743,,-6.663,QC'd by Pharmacopeia
134,11111652,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Inactive,0,,,Inactive,,,,,,,,,,4,,4,12.98,-16.91,-22.17,1.926,10.28,28.73,-4.25,-0.3235,-3.683,17.91,-7.188,-16.92,2.191,4,,QC'd by Prestwick
135,11110817,6603729,C=CCN1CCC2=C(C(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)O)Br,Inconclusive,20,,,Inhibitor,31.6228,58.745,,Partial curve; partial efficacy,-4.5,2.5884,0.8269,-54.834,3.911,-2.2,0 1 0 0 0 0 0 0 1 0 0 0 0 0 0,-43.88,3.036,30.08,8.803,11.82,-5.339,-3.714,3.688,2.849,29.23,3.745,17.9,-4.692,2.474,-19.54,-43.88,QC'd by SigmaAldrich
136,4254082,430614,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=NC(=N2)CCC(=O)O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,3.241,-7.068,,4.39,,10.81,,0.8864,,5.891,,4.231,,3.241,,,QC'd by NCI
137,11114365,6605024,CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@@H](CC(C)C)CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)C(C)C)NC(=O)[C@@H]2CCCC[C@H]2N,Inconclusive,20,,,Inhibitor,39.8107,55.251,,Single point of activity,-4.4,4.9549,0.7213,-56.74,-1.489,-3,0 0 1 0 0 0 0 0 0 0 0 0 0 1 0,-48.95,6.603,3.639,26.61,0.3197,-15.76,-15.5,3.49,-9.809,-5.291,2.061,3.095,-3.293,10.94,21.59,-48.95,QC'd by UWisc
138,11112633,6604349,C[C@@H]1CC[C@]2(CC[C@@]3(C(=CC[C@@H]4[C@@]3(CC[C@@H]5[C@@]4(C[C@H]([C@H]([C@]5(C)CO)O)O)C)C)[C@H]2[C@@H]1C)C)C(=O)O[C@@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)CO[C@@H]7[C@H]([C@@H]([C@@H]([C@@H](O7)CO)O[C@@H]8[C@H]([C@@H]([C@@H]([C@@H](O8)C)O)O)O)O)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,15.67,-22.42,6.098,-0.3271,-12.84,-3.778,-9.854,-18.19,-1.783,-12.48,-6.586,1.844,7.143,-1.649,15.67,,QC'd by Prestwick
139,11110813,6101692,C[N+]1(CCC2=CC3=C(C=C2[C@@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,17.69,4.085,-10.12,1.625,-9.06,7.771,-5.651,5.687,-20.66,5.238,3.693,-7.988,-9.766,15.81,-11.67,17.69,QC'd by SigmaAldrich
